paragraph_index,original_iast,aksharamukha_output,sanscript_output
237,hds. 1.2.30-34.,ह्द्स्। १।२।३०-३४।,ह्द्स्. १.२.३०-३४.
241,yat tu saguṇaṁ nirguṇaṁ ceti dvirūpaṁ brahma | tatrādyaṁ sattvopādhi sarvajñaṁ sarva-śakti jagat-kāraṇam | dvitīyaṁ ca sattānubhūti-mātraṁ pūrṇaṁ viśuddham | pūrvatra vedānāṁ śaktiḥ | paratra tu tātparyam ity ādy abhipretam | tad api nirasyati—,यत् तु सगुणं निर्गुणं चेति द्विरूपं ब्रह्म । तत्राद्यं सत्त्वोपाधि सर्वज्ञं सर्वशक्ति जगत्कारणम् । द्वितीयं च सत्तानुभूतिमात्रं पूर्णं विशुद्धम् । पूर्वत्र वेदानां शक्तिः । परत्र तु तात्पर्यम् इत्य् आद्य् अभिप्रेतम् । तद् अपि निरस्यति—,यत् तु सगुणꣳ निर्गुणꣳ चेति द्विरूपꣳ ब्रह्म । तत्राद्यꣳ सत्त्वोपाधि सर्वज्ञꣳ सर्वशक्ति जगत्कारणम् । द्वितीयꣳ च सत्तानुभूतिमात्रꣳ पूर्णꣳ विशुद्धम् । पूर्वत्र वेदानाꣳ शक्तिः । परत्र तु तात्पर्यम् इत्य् आद्य् अभिप्रेतम् । तद् अपि निरस्यति—
245,gatiḥ avagatiḥ | vijñāna-ghanaḥ sarvajñaḥ sarva-śaktiḥ pūrṇo viśuddhaḥ paramātmā jagad-dhetur upāsitaḥ san vimukti-kṛd iti dhīr ity arthaḥ | tasyāḥ sarveṣu vedeṣu sāmānyād aikarūpyāt | tathā-bhūtasyaikasya brahmaṇaḥ sarveṣu tattayābhidhānāt | saguṇaṁ nirguṇaṁ ceti dvirūpatā nāstīty arthaḥ | smṛtiś ca mattaḥ parataraṁ nānyat kiṁcid asti dhanañjaya iti ||10||,गतिः अवगतिः । विज्ञानघनः सर्वज्ञः सर्वशक्तिः पूर्णो विशुद्धः परमात्मा जगद्धेतुर् उपासितः सन् विमुक्तिकृद् इति धीर् इत्य् अर्थः । तस्याः सर्वेषु वेदेषु सामान्याद् ऐकरूप्यात् । तथाभूतस्यैकस्य ब्रह्मणः सर्वेषु तत्तयाभिधानात् । सगुणं निर्गुणं चेति द्विरूपता नास्तीत्य् अर्थः । स्मृतिश् च मत्तः परतरं नान्यत् किंचिद् अस्ति धनञ्जय इति ॥१०॥,गतिः अवगतिः । विज्ञानघनः सर्वज्ञः सर्वशक्तिः पूर्णो विशुद्धः परमात्मा जगद्धेतुर् उपासितः सन् विमुक्तिकृद् इति धीर् इत्य् अर्थः । तस्याः सर्वेषु वेदेषु सामान्याद् ऐकरूप्यात् । तथाभूतस्यैकस्य ब्रह्मणः सर्वेषु तत्तयाभिधानात् । सगुणꣳ निर्गुणꣳ चेति द्विरूपता नास्तीत्य् अर्थः । स्मृतिश् च मत्तः परतरꣳ नान्यत् किꣳचिद् अस्ति धनञ्जय इति ॥१०॥
263,"nanu nirguṇo’pi guṇavān iti viruddham | maivam | rahasyānavabodhāt | tathā hi, nirguṇādayaḥ śabdā nairguṇyādinā nimittena na tatra pravarteran | sarvajñādayas tu sārvajñyatvādinā | tena paramaiḥ sattvādibhiḥ guṇair vihīnaḥ svarūpānubandhibhiḥ tais tais tu viśiṣṭo’sāv iti na kāpi vicikitsā | smaranti cettham | sattvādayo na santīśe yatra ca paramā guṇāḥ, samasta-kalyāṇa-guṇātmako’sau ity ādibhiḥ | tasmāt pūrṇo viśuddho harir veda-vācyaḥ | anāmādi-śabdās tu guṇāprasiddhi-kārtsnyāgocaratvāditaḥ saṅgamanīyaḥ | tad-aprasiddhiś ca parama-vailakṣaṇyenāgrahāt | kārtsnyenāgocaratā tv ānantyāt | yas tu teṣāṁ sphuṭārthaṁ brūte sa evaṁ praṣṭavyaḥ | tais tasya bodhaḥ syān na vā ? iti | ādye te’pi tasyākhyāḥ | anye tu tad-ārambha-vaiphalyāpattir iti ||11||","ननु निर्गुणोऽपि गुणवान् इति विरुद्धम् । मैवम् । रहस्यानवबोधात् । तथा हि, निर्गुणादयः शब्दा नैर्गुण्यादिना निमित्तेन न तत्र प्रवर्तेरन् । सर्वज्ञादयस् तु सार्वज्ञ्यत्वादिना । तेन परमैः सत्त्वादिभिः गुणैर् विहीनः स्वरूपानुबन्धिभिः तैस् तैस् तु विशिष्टोऽसाव् इति न कापि विचिकित्सा । स्मरन्ति चेत्थम् । सत्त्वादयो न सन्तीशे यत्र च परमा गुणाः, समस्तकल्याणगुणात्मकोऽसौ इत्य् आदिभिः । तस्मात् पूर्णो विशुद्धो हरिर् वेदवाच्यः । अनामादिशब्दास् तु गुणाप्रसिद्धिकार्त्स्न्यागोचरत्वादितः सङ्गमनीयः । तदप्रसिद्धिश् च परमवैलक्षण्येनाग्रहात् । कार्त्स्न्येनागोचरता त्व् आनन्त्यात् । यस् तु तेषां स्फुटार्थं ब्रूते स एवं प्रष्टव्यः । तैस् तस्य बोधः स्यान् न वा ? इति । आद्ये तेऽपि तस्याख्याः । अन्ये तु तदारम्भवैफल्यापत्तिर् इति ॥११॥","ननु निर्गुणोऽपि गुणवान् इति विरुद्धम् । मैवम् । रहस्यानवबोधात् । तथा हि, निर्गुणादयः शब्दा नैर्गुण्यादिना निमित्तेन न तत्र प्रवर्तेरन् । सर्वज्ञादयस् तु सार्वज्ञ्यत्वादिना । तेन परमैः सत्त्वादिभिः गुणैर् विहीनः स्वरूपानुबन्धिभिः तैस् तैस् तु विशिष्टोऽसाव् इति न कापि विचिकित्सा । स्मरन्ति चेत्थम् । सत्त्वादयो न सन्तीशे यत्र च परमा गुणाः, समस्तकल्याणगुणात्मकोऽसौ इत्य् आदिभिः । तस्मात् पूर्णो विशुद्धो हरिर् वेदवाच्यः । अनामादिशब्दास् तु गुणाप्रसिद्धिकार्त्स्न्यागोचरत्वादितः सङ्गमनीयः । तदप्रसिद्धिश् च परमवैलक्षण्येनाग्रहात् । कार्त्स्न्येनागोचरता त्व् आनन्त्यात् । यस् तु तेषाꣳ स्फुटार्थꣳ ब्रूते स एवꣳ प्रष्टव्यः । तैस् तस्य बोधः स्यान् न वा ? इति । आद्ये तेऽपि तस्याख्याः । अन्ये तु तदारम्भवैफल्यापत्तिर् इति ॥११॥"
265,hds. 10.87.1-2.,ह्द्स्। १०।८७।१-२।,ह्द्स्. १०.८७.१-२.
268,6. ānandamayādhikaraṇam,६। आनन्दमयाधिकरणम्,६. आनन्दमयाधिकरणम्
272,śabdā vācakatāṁ yānti yatrānanda-mayādayaḥ |,शब्दा वाचकतां यान्ति यत्रानन्दमयादयः ।,शब्दा वाचकताꣳ यान्ति यत्रानन्दमयादयः ।
273,vibhum ānanda-vijñānaṁ taṁ śuddhaṁ śraddadhīmahi ||,विभुम् आनन्दविज्ञानं तं शुद्धं श्रद्दधीमहि ॥,विभुम् आनन्दविज्ञानꣳ तꣳ शुद्धꣳ श्रद्दधीमहि ॥
275,"yasya samanvayasyopapādanāya vācyatvaṁ brahmaṇaḥ samarthitaṁ tam idānīṁ darśayaty ānandamaya ity ādinā yāvad adhyāya-pūrti | tatrāsmin prathame pāde prāyeṇānyatra prasiddhānāṁ śabdānāṁ brahmaṇi samanvayaḥ pradarśyate | taittarīyake—brahmavid āpnoti param ity upakramya, sa vā eṣa puruṣo’nna-rasa-mayaḥ ity ādinānna-maya-prāṇa-maya-mano-maya-vijñāna-mayān krameṇāmnāyedam abhidhīyate | tasmād vā etasmād vijñāna-mayād any’ntarātmānanda-mayas tenaiṣa pūrṇaḥ | sa vā eṣa puruṣa-vidha eva tasya puruṣa-vidhatām anvayaṁ puruṣa-vidhaḥ | tasya priyam eva śiraḥ, modo dakṣiṇaḥ pakṣaḥ, pramoda uttara-pakṣaḥ, ānanda ātmā, brahma pucchaṁ pratiṣṭhā [tai.u. 2.5] iti | ","यस्य समन्वयस्योपपादनाय वाच्यत्वं ब्रह्मणः समर्थितं तम् इदानीं दर्शयत्य् आनन्दमय इत्य् आदिना यावद् अध्यायपूर्ति । तत्रास्मिन् प्रथमे पादे प्रायेणान्यत्र प्रसिद्धानां शब्दानां ब्रह्मणि समन्वयः प्रदर्श्यते । तैत्तरीयके—ब्रह्मविद् आप्नोति परम् इत्य् उपक्रम्य, स वा एष पुरुषोऽन्नरसमयः इत्य् आदिनान्नमयप्राणमयमनोमयविज्ञानमयान् क्रमेणाम्नायेदम् अभिधीयते । तस्माद् वा एतस्माद् विज्ञानमयाद् अन्य्ऽन्तरात्मानन्दमयस् तेनैष पूर्णः । स वा एष पुरुषविध एव तस्य पुरुषविधताम् अन्वयं पुरुषविधः । तस्य प्रियम् एव शिरः, मोदो दक्षिणः पक्षः, प्रमोद उत्तरपक्षः, आनन्द आत्मा, ब्रह्म पुच्छं प्रतिष्ठा [तै.उ. २.५] इति । ","यस्य समन्वयस्योपपादनाय वाच्यत्वꣳ ब्रह्मणः समर्थितꣳ तम् इदानीꣳ दर्शयत्य् आनन्दमय इत्य् आदिना यावद् अध्यायपूर्ति । तत्रास्मिन् प्रथमे पादे प्रायेणान्यत्र प्रसिद्धानाꣳ शब्दानाꣳ ब्रह्मणि समन्वयः प्रदर्श्यते । तैत्तरीयके—ब्रह्मविद् आप्नोति परम् इत्य् उपक्रम्य, स वा एष पुरुषोऽन्नरसमयः इत्य् आदिनान्नमयप्राणमयमनोमयविज्ञानमयान् क्रमेणाम्नायेदम् अभिधीयते । तस्माद् वा एतस्माद् विज्ञानमयाद् अन्य्ऽन्तरात्मानन्दमयस् तेनैष पूर्णः । स वा एष पुरुषविध एव तस्य पुरुषविधताम् अन्वयꣳ पुरुषविधः । तस्य प्रियम् एव शिरः, मोदो दक्षिणः पक्षः, प्रमोद उत्तरपक्षः, आनन्द आत्मा, ब्रह्म पुच्छꣳ प्रतिष्ठा [तै.उ. २.५] इति । "
277,tatra saṁśayaḥ—kim ayam ānanda-mayo jīva uta para-brahma ? iti | eṣa śārīra ātmeti deha-sambandha-pratīter jīva iti prāpte—,तत्र संशयः—किम् अयम् आनन्दमयो जीव उत परब्रह्म ? इति । एष शारीर आत्मेति देहसम्बन्धप्रतीतेर् जीव इति प्राप्ते—,तत्र सꣳशयः—किम् अयम् आनन्दमयो जीव उत परब्रह्म ? इति । एष शारीर आत्मेति देहसम्बन्धप्रतीतेर् जीव इति प्राप्ते—
281,"paraṁ brahmaiva saḥ | kutaḥ ? abhyāsāt | pratiṣṭhāntenānanda-mayaṁ nirūpya—āsann eva sambhavati, asad brahmeti veda ced asti brahmeti ced veda santam enaṁ tato viduḥ [tai.u. 2.6] iti | tatraiva brahma-śabdasyābhyastatvāt | aviśeṣa-punaḥ-śrutir abhyāsaḥ | na cābhyāsaḥ puccha-brahmaṇīti vācyam | annād vai prajāḥ prajāyanta ity ādīnāṁ pucchānta-paṭhitānāṁ caturṇāṁ ślokānām anna-mayādi-pucchi-puruṣa-catuṣṭaya-paratvenāsyāpi ślokasya tathābhūtasyāpy ānandamayasyottarodaya-bhedena tat-tan-nāma-bhedāt tad-ayogāt | viśeṣatas tu tṛtīye vakṣyate priya-śirastvādy aprāpter ity ādinā | yat tv āhur annamayādy-asukha-pravāha-nipātān nānandamayasya mukhyatvam iti | naiṣa doṣaḥ | tasya sarvāntaratvāt | ajñānāṁ jñapti-saulabhyāya tathopadeśa-pravṛtteḥ | paramopakartā hi vedaḥ param evātmānaṁ vijijñāṣayiṣur arundhatī-darśana-nyāyenāparopadeśe’pi pravartate | ","परं ब्रह्मैव सः । कुतः ? अभ्यासात् । प्रतिष्ठान्तेनानन्दमयं निरूप्य—आसन्न् एव सम्भवति, असद् ब्रह्मेति वेद चेद् अस्ति ब्रह्मेति चेद् वेद सन्तम् एनं ततो विदुः [तै.उ. २.६] इति । तत्रैव ब्रह्मशब्दस्याभ्यस्तत्वात् । अविशेषपुनःश्रुतिर् अभ्यासः । न चाभ्यासः पुच्छब्रह्मणीति वाच्यम् । अन्नाद् वै प्रजाः प्रजायन्त इत्य् आदीनां पुच्छान्तपठितानां चतुर्णां श्लोकानाम् अन्नमयादिपुच्छिपुरुषचतुष्टयपरत्वेनास्यापि श्लोकस्य तथाभूतस्याप्य् आनन्दमयस्योत्तरोदयभेदेन तत्तन्नामभेदात् तदयोगात् । विशेषतस् तु तृतीये वक्ष्यते प्रियशिरस्त्वाद्य् अप्राप्तेर् इत्य् आदिना । यत् त्व् आहुर् अन्नमयाद्यसुखप्रवाहनिपातान् नानन्दमयस्य मुख्यत्वम् इति । नैष दोषः । तस्य सर्वान्तरत्वात् । अज्ञानां ज्ञप्तिसौलभ्याय तथोपदेशप्रवृत्तेः । परमोपकर्ता हि वेदः परम् एवात्मानं विजिज्ञाषयिषुर् अरुन्धतीदर्शनन्यायेनापरोपदेशेऽपि प्रवर्तते । ","परꣳ ब्रह्मैव सः । कुतः ? अभ्यासात् । प्रतिष्ठान्तेनानन्दमयꣳ निरूप्य—आसन्न् एव सम्भवति, असद् ब्रह्मेति वेद चेद् अस्ति ब्रह्मेति चेद् वेद सन्तम् एनꣳ ततो विदुः [तै.उ. २.६] इति । तत्रैव ब्रह्मशब्दस्याभ्यस्तत्वात् । अविशेषपुनःश्रुतिर् अभ्यासः । न चाभ्यासः पुच्छब्रह्मणीति वाच्यम् । अन्नाद् वै प्रजाः प्रजायन्त इत्य् आदीनाꣳ पुच्छान्तपठितानाꣳ चतुर्णाꣳ श्लोकानाम् अन्नमयादिपुच्छिपुरुषचतुष्टयपरत्वेनास्यापि श्लोकस्य तथाभूतस्याप्य् आनन्दमयस्योत्तरोदयभेदेन तत्तन्नामभेदात् तदयोगात् । विशेषतस् तु तृतीये वक्ष्यते प्रियशिरस्त्वाद्य् अप्राप्तेर् इत्य् आदिना । यत् त्व् आहुर् अन्नमयाद्यसुखप्रवाहनिपातान् नानन्दमयस्य मुख्यत्वम् इति । नैष दोषः । तस्य सर्वान्तरत्वात् । अज्ञानाꣳ ज्ञप्तिसौलभ्याय तथोपदेशप्रवृत्तेः । परमोपकर्ता हि वेदः परम् एवात्मानꣳ विजिज्ञाषयिषुर् अरुन्धतीदर्शनन्यायेनापरोपदेशेऽपि प्रवर्तते । "
283,"nanv etāvatā paratra tasya tātparyaṁ na vā parasyāmukhyatvam iti | kiṁ cottaratra brahma-jijñāsuṁ prati tat-pitā varuṇo viśvotpatty-ādi-hetu-bhūtaṁ vastu brahmety upadiśya punaḥ sa buddhy-artham anna-prāṇa-mano-vijñānāni krameṇa brahmety uktvānte tv ānanda-mayaṁ brahmety upadarśyopararāma | mad-ukteyaṁ vidyā bhagavan niṣṭhety abhidadhau | athopasaṁhāre’pi | sa ya evaṁ-vid asmāl lokāt pretya etam anna-mayam ātmānam upasaṇkrāmati [tai.u. 2.8.5] ity uktvā, etam ānanda-mayam ātmānam upasaṇkramya, imāṅl lokan kāmānnī kāma-rūpy anusañcaran | etat sāma gāyann āste [tai.u. 3.10.5] ity uktam, ataḥ paraṁ brahmaivānanda-mayaḥ puruṣa-vidho’nnamayo’tra caramo’nnamayādiṣu yaḥ sad-asataḥ paraṁ tvam atha yad eṣv avaśeṣam ṛtam iti smṛteś ca | śārīratvaṁ tu tasminn api na viruddham | yasya pṛthivī śarīram ity ādi śrutau tasyāpi tad-ukteḥ | ataḥ śārīrakam idaṁ śāstram | yat tv ānandamaya ity atra brahma-puccham ity ādi vyācaṣṭe, tan mandam | śabda-svārasya bhaṅgā deśikānugati-hānāc ca ||12||","नन्व् एतावता परत्र तस्य तात्पर्यं न वा परस्यामुख्यत्वम् इति । किं चोत्तरत्र ब्रह्मजिज्ञासुं प्रति तत्पिता वरुणो विश्वोत्पत्त्यादिहेतुभूतं वस्तु ब्रह्मेत्य् उपदिश्य पुनः स बुद्ध्यर्थम् अन्नप्राणमनोविज्ञानानि क्रमेण ब्रह्मेत्य् उक्त्वान्ते त्व् आनन्दमयं ब्रह्मेत्य् उपदर्श्योपरराम । मदुक्तेयं विद्या भगवन् निष्ठेत्य् अभिदधौ । अथोपसंहारेऽपि । स य एवंविद् अस्माल् लोकात् प्रेत्य एतम् अन्नमयम् आत्मानम् उपसण्क्रामति [तै.उ. २.८.५] इत्य् उक्त्वा, एतम् आनन्दमयम् आत्मानम् उपसण्क्रम्य, इमाङ्ल् लोकन् कामान्नी कामरूप्य् अनुसञ्चरन् । एतत् साम गायन्न् आस्ते [तै.उ. ३.१०.५] इत्य् उक्तम्, अतः परं ब्रह्मैवानन्दमयः पुरुषविधोऽन्नमयोऽत्र चरमोऽन्नमयादिषु यः सदसतः परं त्वम् अथ यद् एष्व् अवशेषम् ऋतम् इति स्मृतेश् च । शारीरत्वं तु तस्मिन्न् अपि न विरुद्धम् । यस्य पृथिवी शरीरम् इत्य् आदि श्रुतौ तस्यापि तदुक्तेः । अतः शारीरकम् इदं शास्त्रम् । यत् त्व् आनन्दमय इत्य् अत्र ब्रह्मपुच्छम् इत्य् आदि व्याचष्टे, तन् मन्दम् । शब्दस्वारस्य भङ्गा देशिकानुगतिहानाच् च ॥१२॥","नन्व् एतावता परत्र तस्य तात्पर्यꣳ न वा परस्यामुख्यत्वम् इति । किꣳ चोत्तरत्र ब्रह्मजिज्ञासुꣳ प्रति तत्पिता वरुणो विश्वोत्पत्त्यादिहेतुभूतꣳ वस्तु ब्रह्मेत्य् उपदिश्य पुनः स बुद्ध्यर्थम् अन्नप्राणमनोविज्ञानानि क्रमेण ब्रह्मेत्य् उक्त्वान्ते त्व् आनन्दमयꣳ ब्रह्मेत्य् उपदर्श्योपरराम । मदुक्तेयꣳ विद्या भगवन् निष्ठेत्य् अभिदधौ । अथोपसꣳहारेऽपि । स य एवꣳविद् अस्माल् लोकात् प्रेत्य एतम् अन्नमयम् आत्मानम् उपसण्क्रामति [तै.उ. २.८.५] इत्य् उक्त्वा, एतम् आनन्दमयम् आत्मानम् उपसण्क्रम्य, इमाङ्ल् लोकन् कामान्नी कामरूप्य् अनुसञ्चरन् । एतत् साम गायन्न् आस्ते [तै.उ. ३.१०.५] इत्य् उक्तम्, अतः परꣳ ब्रह्मैवानन्दमयः पुरुषविधोऽन्नमयोऽत्र चरमोऽन्नमयादिषु यः सदसतः परꣳ त्वम् अथ यद् एष्व् अवशेषम् ऋतम् इति स्मृतेश् च । शारीरत्वꣳ तु तस्मिन्न् अपि न विरुद्धम् । यस्य पृथिवी शरीरम् इत्य् आदि श्रुतौ तस्यापि तदुक्तेः । अतः शारीरकम् इदꣳ शास्त्रम् । यत् त्व् आनन्दमय इत्य् अत्र ब्रह्मपुच्छम् इत्य् आदि व्याचष्टे, तन् मन्दम् । शब्दस्वारस्य भङ्गा देशिकानुगतिहानाच् च ॥१२॥"
285,hds. 10.87.17,ह्द्स्। १०।८७।१७,ह्द्स्. १०.८७.१७
289,vikāre mayaṭ smṛter jīvāśaṅkā kasyacit syād atas tāṁ nirākartum āha—,विकारे मयट् स्मृतेर् जीवाशङ्का कस्यचित् स्याद् अतस् तां निराकर्तुम् आह—,विकारे मयट् स्मृतेर् जीवाशङ्का कस्यचित् स्याद् अतस् ताꣳ निराकर्तुम् आह—
293,na hy ānanda-vikāratvād ānandamayaḥ | kutaḥ ? prācuryād ānandasya tat-prakṛta-vacane mayaḍ iti prācurye’rthe mayaḍ-vidhānāt | na ca vikāre mayaḍ astu | dvyacaś chandasīti niyamāt bahu-svarād vikārārthakasya tasyāprāpteḥ | na ca duḥkhāpty-asad-bhāvaḥ | eṣa sarva-bhūtāntarātmāpahata-pāpmā divyo deva eko nārāyaṇaḥ iti subāla-śruteḥ | paraḥ parāṇāṁ sakalā na yatra kleśādayaḥ santi parāvareśe iti smṛteś ca | tasmāt prakṛty-artha-prabhūtatvam evātra prācuryam | pracura-prakāśo ravir iti svarūpe ca yujyate pracura-śabdaḥ | tasmād ānanda-mayo na jīvaḥ ||13||,न ह्य् आनन्दविकारत्वाद् आनन्दमयः । कुतः ? प्राचुर्याद् आनन्दस्य तत्प्रकृतवचने मयड् इति प्राचुर्येऽर्थे मयड्विधानात् । न च विकारे मयड् अस्तु । द्व्यचश् छन्दसीति नियमात् बहुस्वराद् विकारार्थकस्य तस्याप्राप्तेः । न च दुःखाप्त्यसद्भावः । एष सर्वभूतान्तरात्मापहतपाप्मा दिव्यो देव एको नारायणः इति सुबालश्रुतेः । परः पराणां सकला न यत्र क्लेशादयः सन्ति परावरेशे इति स्मृतेश् च । तस्मात् प्रकृत्यर्थप्रभूतत्वम् एवात्र प्राचुर्यम् । प्रचुरप्रकाशो रविर् इति स्वरूपे च युज्यते प्रचुरशब्दः । तस्माद् आनन्दमयो न जीवः ॥१३॥,न ह्य् आनन्दविकारत्वाद् आनन्दमयः । कुतः ? प्राचुर्याद् आनन्दस्य तत्प्रकृतवचने मयड् इति प्राचुर्येऽर्थे मयड्विधानात् । न च विकारे मयड् अस्तु । द्व्यचश् छन्दसीति नियमात् बहुस्वराद् विकारार्थकस्य तस्याप्राप्तेः । न च दुःखाप्त्यसद्भावः । एष सर्वभूतान्तरात्मापहतपाप्मा दिव्यो देव एको नारायणः इति सुबालश्रुतेः । परः पराणाꣳ सकला न यत्र क्लेशादयः सन्ति परावरेशे इति स्मृतेश् च । तस्मात् प्रकृत्यर्थप्रभूतत्वम् एवात्र प्राचुर्यम् । प्रचुरप्रकाशो रविर् इति स्वरूपे च युज्यते प्रचुरशब्दः । तस्माद् आनन्दमयो न जीवः ॥१३॥
295,hds. 10.14.23,ह्द्स्। १०।१४।२३,ह्द्स्. १०.१४.२३
303,hds. 10.14.37,ह्द्स्। १०।१४।३७,ह्द्स्. १०.१४.३७
309,satyaṁ jñānam [tai.u. 2.1.3] iti mantra-varṇoktaṁ brahmaiva yasmād ānanda-maya iti gīyate’to nāsau jīvaḥ | ayaṁ bhāvaḥ—brahmavid āpnoti param ity upāsakasya jīvasya prāpya-brahmopakramya tad eva satyam ity ādi-mantreṇa viśeṣitam | tasyaivehānandamaya-śabdena grahaṇam ucitam | tasmād vā etasmād ity ādibhir uttarokter avākyais tasyaivopakrāntasya prpañcanāt | tataś ca prāpyaṁ brahma prāpta-jīva-vādanya-deveti nānanda-mayasya jīvatvam ||15||,सत्यं ज्ञानम् [तै.उ. २.१.३] इति मन्त्रवर्णोक्तं ब्रह्मैव यस्माद् आनन्दमय इति गीयतेऽतो नासौ जीवः । अयं भावः—ब्रह्मविद् आप्नोति परम् इत्य् उपासकस्य जीवस्य प्राप्यब्रह्मोपक्रम्य तद् एव सत्यम् इत्य् आदिमन्त्रेण विशेषितम् । तस्यैवेहानन्दमयशब्देन ग्रहणम् उचितम् । तस्माद् वा एतस्माद् इत्य् आदिभिर् उत्तरोक्तेर् अवाक्यैस् तस्यैवोपक्रान्तस्य प्र्पञ्चनात् । ततश् च प्राप्यं ब्रह्म प्राप्तजीववादन्यदेवेति नानन्दमयस्य जीवत्वम् ॥१५॥,सत्यꣳ ज्ञानम् [तै.उ. २.१.३] इति मन्त्रवर्णोक्तꣳ ब्रह्मैव यस्माद् आनन्दमय इति गीयतेऽतो नासौ जीवः । अयꣳ भावः—ब्रह्मविद् आप्नोति परम् इत्य् उपासकस्य जीवस्य प्राप्यब्रह्मोपक्रम्य तद् एव सत्यम् इत्य् आदिमन्त्रेण विशेषितम् । तस्यैवेहानन्दमयशब्देन ग्रहणम् उचितम् । तस्माद् वा एतस्माद् इत्य् आदिभिर् उत्तरोक्तेर् अवाक्यैस् तस्यैवोपक्रान्तस्य प्र्पञ्चनात् । ततश् च प्राप्यꣳ ब्रह्म प्राप्तजीववादन्यदेवेति नानन्दमयस्य जीवत्वम् ॥१५॥
311,hds. 10.28.15,ह्द्स्। १०।२८।१५,ह्द्स्. १०.२८.१५
315,"nanu māntravarṇikaṁ brahma cej jīvād anyat syāt, tadā tasyaivānandamayatva-samarthanena jīvāśaṅkāpanayaḥ syān na caivam asti jīva-svarūpasyaivāvidyā-tat-kārya-nirmuktasya mantra-varṇena parāmarśāt tasmād anatirikto jīvād ānandamaya iti cet, tatrāha—","ननु मान्त्रवर्णिकं ब्रह्म चेज् जीवाद् अन्यत् स्यात्, तदा तस्यैवानन्दमयत्वसमर्थनेन जीवाशङ्कापनयः स्यान् न चैवम् अस्ति जीवस्वरूपस्यैवाविद्यातत्कार्यनिर्मुक्तस्य मन्त्रवर्णेन परामर्शात् तस्माद् अनतिरिक्तो जीवाद् आनन्दमय इति चेत्, तत्राह—","ननु मान्त्रवर्णिकꣳ ब्रह्म चेज् जीवाद् अन्यत् स्यात्, तदा तस्यैवानन्दमयत्वसमर्थनेन जीवाशङ्कापनयः स्यान् न चैवम् अस्ति जीवस्वरूपस्यैवाविद्यातत्कार्यनिर्मुक्तस्य मन्त्रवर्णेन परामर्शात् तस्माद् अनतिरिक्तो जीवाद् आनन्दमय इति चेत्, तत्राह—"
319,"itaro muktāvastho’pi jīvo na māntravarṇikaḥ | kutaḥ ? anupapatteḥ, so’śnute sarvān kāmān saha brahmaṇā vipaścitā iti saha-bhoga-śravaṇāsiddheḥ | vividhaṁ paśyati cit yasyāsau tena vipaścitā | pṛṣodarāditvāt paśya-śabdasya paśabhāvaḥ | vividha-bhoga-catureṇa tena saha saṁyuktaḥ sarvān kāmān aśnute bhuṅkte | aśa bhojane ity asmāt śrā-pratyaya-parasmaipadayor vyatyayena śnu-pratyayātmanepadayor vidhānam | vyatyayo bahulam iti chandasi tathā smṛteḥ | sahabhāvoktyā bhoge bhagavato prādhānyam | bhaktasya tu prādhānyam anabhimatam | vaśe kurvanti māṁ bhaktāḥ sat-striyaḥ sat-patiṁ yathā ity ādi tad-vākyāt ||16||","इतरो मुक्तावस्थोऽपि जीवो न मान्त्रवर्णिकः । कुतः ? अनुपपत्तेः, सोऽश्नुते सर्वान् कामान् सह ब्रह्मणा विपश्चिता इति सहभोगश्रवणासिद्धेः । विविधं पश्यति चित् यस्यासौ तेन विपश्चिता । पृषोदरादित्वात् पश्यशब्दस्य पशभावः । विविधभोगचतुरेण तेन सह संयुक्तः सर्वान् कामान् अश्नुते भुङ्क्ते । अश भोजने इत्य् अस्मात् श्राप्रत्ययपरस्मैपदयोर् व्यत्ययेन श्नुप्रत्ययात्मनेपदयोर् विधानम् । व्यत्ययो बहुलम् इति छन्दसि तथा स्मृतेः । सहभावोक्त्या भोगे भगवतो प्राधान्यम् । भक्तस्य तु प्राधान्यम् अनभिमतम् । वशे कुर्वन्ति मां भक्ताः सत्स्त्रियः सत्पतिं यथा इत्य् आदि तद्वाक्यात् ॥१६॥","इतरो मुक्तावस्थोऽपि जीवो न मान्त्रवर्णिकः । कुतः ? अनुपपत्तेः, सोऽश्नुते सर्वान् कामान् सह ब्रह्मणा विपश्चिता इति सहभोगश्रवणासिद्धेः । विविधꣳ पश्यति चित् यस्यासौ तेन विपश्चिता । पृषोदरादित्वात् पश्यशब्दस्य पशभावः । विविधभोगचतुरेण तेन सह सꣳयुक्तः सर्वान् कामान् अश्नुते भुङ्क्ते । अश भोजने इत्य् अस्मात् श्राप्रत्ययपरस्मैपदयोर् व्यत्ययेन श्नुप्रत्ययात्मनेपदयोर् विधानम् । व्यत्ययो बहुलम् इति छन्दसि तथा स्मृतेः । सहभावोक्त्या भोगे भगवतो प्राधान्यम् । भक्तस्य तु प्राधान्यम् अनभिमतम् । वशे कुर्वन्ति माꣳ भक्ताः सत्स्त्रियः सत्पतिꣳ यथा इत्य् आदि तद्वाक्यात् ॥१६॥"
321,"hds. 1.1.1 (tene brahma hṛdā ya ādi-kavaye muhyanti yat sūrayaḥ), 9.4.63.","ह्द्स्। १।१।१ (तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत् सूरयः), ९।४।६३।","ह्द्स्. १.१.१ (तेने ब्रह्म हृदा य आदिकवये मुह्यन्ति यत् सूरयः), ९.४.६३."
