paragraph_index,original_iast,aksharamukha_output,sanscript_output
503,sa tvaṁ hi nitya-vijitātma-guṇaḥ sva-dhāmnā,स त्वं हि नित्यविजितात्मगुणः स्वधाम्ना,स त्वꣳ हि नित्यविजितात्मगुणः स्वधाम्ना
505,"sva-dhāmnā cic-chaktyā, yataḥ kālo māyā-prerakaḥ iti ṭīkā ca | ātmā tv atra jīvaḥ, tasya guṇāḥ sattvādayaḥ, sattvaṁ rajas tama iti guṇā jīvasya naiva me [bhā.pu. 11.25.12] ity uktatvāt || ","स्वधाम्ना चिच्छक्त्या, यतः कालो मायाप्रेरकः इति टीका च । आत्मा त्व् अत्र जीवः, तस्य गुणाः सत्त्वादयः, सत्त्वं रजस् तम इति गुणा जीवस्य नैव मे [भा.पु. ११.२५.१२] इत्य् उक्तत्वात् ॥ ","स्वधाम्ना चिच्छक्त्या, यतः कालो मायाप्रेरकः इति टीका च । आत्मा त्व् अत्र जीवः, तस्य गुणाः सत्त्वादयः, सत्त्वꣳ रजस् तम इति गुणा जीवस्य नैव मे [भा.पु. ११.२५.१२] इत्य् उक्तत्वात् ॥ "
506,|| 7.9 || prahlādaḥ śrī-narasiṁham ||21||,॥ ७.९ ॥ प्रह्लादः श्रीनरसिंहम् ॥२१॥,॥ ७.९ ॥ प्रह्लादः श्रीनरसिꣳहम् ॥२१॥
508,karoti viśva-sthiti-saṁyamodayaṁ,करोति विश्वस्थितिसंयमोदयं,करोति विश्वस्थितिसꣳयमोदयꣳ
509,yasyepsitaṁ nepsitam īkṣitur guṇaiḥ |,यस्येप्सितं नेप्सितम् ईक्षितुर् गुणैः ।,यस्येप्सितꣳ नेप्सितम् ईक्षितुर् गुणैः ।
510,māyā yathāyo bhramate tad-āśrayaṁ,माया यथायो भ्रमते तदाश्रयं,माया यथायो भ्रमते तदाश्रयꣳ
512,"ṭīkā ca—yasyekṣitur jīvārtham īpsitam | atyantānicchāyām īkṣaṇāyogāt | svārthaṁ tu nepsitam | viśva-sthity-ādi-sva-guṇair māyā karoti | tasyā jaḍatve’pīśvara-sannidhānāt pravṛtti-dṛṣṭāntenāha, yathāyo lohaṁ grāvṇo’yaskāntān nimittād bhramati | tad-āśrayaṁ tad-abhimukhaṁ sat | guṇānāṁ karmaṇāṁ ca jīvādṛṣṭānāṁ sākṣiṇe tasmai namaḥ ity eṣā || ","टीका च—यस्येक्षितुर् जीवार्थम् ईप्सितम् । अत्यन्तानिच्छायाम् ईक्षणायोगात् । स्वार्थं तु नेप्सितम् । विश्वस्थित्यादिस्वगुणैर् माया करोति । तस्या जडत्वेऽपीश्वरसन्निधानात् प्रवृत्तिदृष्टान्तेनाह, यथायो लोहं ग्राव्णोऽयस्कान्तान् निमित्ताद् भ्रमति । तदाश्रयं तदभिमुखं सत् । गुणानां कर्मणां च जीवादृष्टानां साक्षिणे तस्मै नमः इत्य् एषा ॥ ","टीका च—यस्येक्षितुर् जीवार्थम् ईप्सितम् । अत्यन्तानिच्छायाम् ईक्षणायोगात् । स्वार्थꣳ तु नेप्सितम् । विश्वस्थित्यादिस्वगुणैर् माया करोति । तस्या जडत्वेऽपीश्वरसन्निधानात् प्रवृत्तिदृष्टान्तेनाह, यथायो लोहꣳ ग्राव्णोऽयस्कान्तान् निमित्ताद् भ्रमति । तदाश्रयꣳ तदभिमुखꣳ सत् । गुणानाꣳ कर्मणाꣳ च जीवादृष्टानाꣳ साक्षिणे तस्मै नमः इत्य् एषा ॥ "
517,māyāṁ vyudasya cic-chaktyā,मायां व्युदस्य चिच्छक्त्या,मायाꣳ व्युदस्य चिच्छक्त्या
519,tvaṁ sākṣāt svayam evādyaḥ puruṣo bhagavān | tathā ya īśvaraḥ antaryāmy-ākhyaḥ puruṣaḥ so’pi tvam eva | tad evam ubhayasminn api prakāśe prakṛteḥ paras tad-asaṅgī |,त्वं साक्षात् स्वयम् एवाद्यः पुरुषो भगवान् । तथा य ईश्वरः अन्तर्याम्याख्यः पुरुषः सोऽपि त्वम् एव । तद् एवम् उभयस्मिन्न् अपि प्रकाशे प्रकृतेः परस् तदसङ्गी ।,त्वꣳ साक्षात् स्वयम् एवाद्यः पुरुषो भगवान् । तथा य ईश्वरः अन्तर्याम्याख्यः पुरुषः सोऽपि त्वम् एव । तद् एवम् उभयस्मिन्न् अपि प्रकाशे प्रकृतेः परस् तदसङ्गी ।
520,"nanu kathaṁ kevalānubhavānandasyāpi tad-anubhavitvaṁ yato bhagavattvam api lakṣyeta ? kathaṁ ceśvaratvāt prakṛty-adhiṣṭhātṛtve’pi tad-asaṅgitvam ? tatrāha—māyāṁ vyudasyeti, avyabhicāriṇyā svarūpa-śaktyā tām ābhāsa-śaktiṁ dūre vidhāya | tathaiva svarūpa-śaktyā kaivalye—","ननु कथं केवलानुभवानन्दस्यापि तदनुभवित्वं यतो भगवत्त्वम् अपि लक्ष्येत ? कथं चेश्वरत्वात् प्रकृत्यधिष्ठातृत्वेऽपि तदसङ्गित्वम् ? तत्राह—मायां व्युदस्येति, अव्यभिचारिण्या स्वरूपशक्त्या ताम् आभासशक्तिं दूरे विधाय । तथैव स्वरूपशक्त्या कैवल्ये—","ननु कथꣳ केवलानुभवानन्दस्यापि तदनुभवित्वꣳ यतो भगवत्त्वम् अपि लक्ष्येत ? कथꣳ चेश्वरत्वात् प्रकृत्यधिष्ठातृत्वेऽपि तदसङ्गित्वम् ? तत्राह—मायाꣳ व्युदस्येति, अव्यभिचारिण्या स्वरूपशक्त्या ताम् आभासशक्तिꣳ दूरे विधाय । तथैव स्वरूपशक्त्या कैवल्ये—"
521,parāvarāṇāṁ parama āste kaivalya-saṁjñitaḥ |,परावराणां परम आस्ते कैवल्यसंज्ञितः ।,परावराणाꣳ परम आस्ते कैवल्यसꣳज्ञितः ।
523,"ity ekādaśokta-rītyā kaivalyākhye kevalānubhavānande ātmani sva-svarūpe sthitaḥ anubhūta-svarūpa-sukha ity arthaḥ | tad uktaṁ ṣaṣṭhe devair api—svayam upalabdha-nija-sukhānubhavo bhavān [bhā.pu. 6.9.33] iti | sandoha-śabdena caikādaśe vaicitrī darśitā, sā ca śakti-vaicitryād eva bhavatīti | ata evam asty eva svarūpa-śaktiḥ | ","इत्य् एकादशोक्तरीत्या कैवल्याख्ये केवलानुभवानन्दे आत्मनि स्वस्वरूपे स्थितः अनुभूतस्वरूपसुख इत्य् अर्थः । तद् उक्तं षष्ठे देवैर् अपि—स्वयम् उपलब्धनिजसुखानुभवो भवान् [भा.पु. ६.९.३३] इति । सन्दोहशब्देन चैकादशे वैचित्री दर्शिता, सा च शक्तिवैचित्र्याद् एव भवतीति । अत एवम् अस्त्य् एव स्वरूपशक्तिः । ","इत्य् एकादशोक्तरीत्या कैवल्याख्ये केवलानुभवानन्दे आत्मनि स्वस्वरूपे स्थितः अनुभूतस्वरूपसुख इत्य् अर्थः । तद् उक्तꣳ षष्ठे देवैर् अपि—स्वयम् उपलब्धनिजसुखानुभवो भवान् [भा.पु. ६.९.३३] इति । सन्दोहशब्देन चैकादशे वैचित्री दर्शिता, सा च शक्तिवैचित्र्याद् एव भवतीति । अत एवम् अस्त्य् एव स्वरूपशक्तिः । "
525,paraṁ pradhānaṁ puruṣaṁ mahāntaṁ,परं प्रधानं पुरुषं महान्तं,परꣳ प्रधानꣳ पुरुषꣳ महान्तꣳ
526,kālaṁ kaviṁ tri-vṛtaṁ loka-pālam |,कालं कविं त्रिवृतं लोकपालम् ।,कालꣳ कविꣳ त्रिवृतꣳ लोकपालम् ।
527,ātmānubhūtyānugata-prapañcaṁ,आत्मानुभूत्यानुगतप्रपञ्चं,आत्मानुभूत्यानुगतप्रपञ्चꣳ
528,svacchanda-śaktiṁ kapilaṁ prapadye || [bhā.pu. 3.24.33] ity atra |,स्वच्छन्दशक्तिं कपिलं प्रपद्ये ॥ [भा.पु. ३.२४.३३] इत्य् अत्र ।,स्वच्छन्दशक्तिꣳ कपिलꣳ प्रपद्ये ॥ [भा.पु. ३.२४.३३] इत्य् अत्र ।
529,"paraṁ parameśvaram | tatra hetuḥ—svacchandāḥ śaktayo yasya | tā evāha—pradhānaṁ prakṛti-rūpam, puruṣaṁ tad-adhiṣṭhātāram, mahāntaṁ mahat-tattva-svarūpam, kālaṁ teṣāṁ kṣobhakam, trivṛtam ahaṅkāra-bhūtam, lokātmakaṁ tat-pālātmakaṁ ca | tad evaṁ māyayā pradhānādi-rūpatām uktvā cic-chaktyā niṣprapañcatām āha | ātmānubhūtyā cic-chaktyānugataḥ svasmin līnaḥ prapañco yasya tam | kaviṁ sarvajñaṁ pradhānādy-āvirbhāva-sākṣiṇam ity arthaḥ iti | ","परं परमेश्वरम् । तत्र हेतुः—स्वच्छन्दाः शक्तयो यस्य । ता एवाह—प्रधानं प्रकृतिरूपम्, पुरुषं तदधिष्ठातारम्, महान्तं महत्तत्त्वस्वरूपम्, कालं तेषां क्षोभकम्, त्रिवृतम् अहङ्कारभूतम्, लोकात्मकं तत्पालात्मकं च । तद् एवं मायया प्रधानादिरूपताम् उक्त्वा चिच्छक्त्या निष्प्रपञ्चताम् आह । आत्मानुभूत्या चिच्छक्त्यानुगतः स्वस्मिन् लीनः प्रपञ्चो यस्य तम् । कविं सर्वज्ञं प्रधानाद्याविर्भावसाक्षिणम् इत्य् अर्थः इति । ","परꣳ परमेश्वरम् । तत्र हेतुः—स्वच्छन्दाः शक्तयो यस्य । ता एवाह—प्रधानꣳ प्रकृतिरूपम्, पुरुषꣳ तदधिष्ठातारम्, महान्तꣳ महत्तत्त्वस्वरूपम्, कालꣳ तेषाꣳ क्षोभकम्, त्रिवृतम् अहङ्कारभूतम्, लोकात्मकꣳ तत्पालात्मकꣳ च । तद् एवꣳ मायया प्रधानादिरूपताम् उक्त्वा चिच्छक्त्या निष्प्रपञ्चताम् आह । आत्मानुभूत्या चिच्छक्त्यानुगतः स्वस्मिन् लीनः प्रपञ्चो यस्य तम् । कविꣳ सर्वज्ञꣳ प्रधानाद्याविर्भावसाक्षिणम् इत्य् अर्थः इति । "
530,atra puruṣasyāpi māyāntaḥpātitvaṁ tad-adhiṣṭhātṛtayopacaryata eva | vastutas tasya tu tasyāḥ paratvam | tathā śrī-kapila-deva-vākye—,अत्र पुरुषस्यापि मायान्तःपातित्वं तदधिष्ठातृतयोपचर्यत एव । वस्तुतस् तस्य तु तस्याः परत्वम् । तथा श्रीकपिलदेववाक्ये—,अत्र पुरुषस्यापि मायान्तःपातित्वꣳ तदधिष्ठातृतयोपचर्यत एव । वस्तुतस् तस्य तु तस्याः परत्वम् । तथा श्रीकपिलदेववाक्ये—
532,pratyag-dhāmā svayaṁ-jyotir viśvaṁ yena samanvitam || [bhā.pu. 3.26.3] iti,प्रत्यग्धामा स्वयंज्योतिर् विश्वं येन समन्वितम् ॥ [भा.पु. ३.२६.३] इति,प्रत्यग्धामा स्वयꣳज्योतिर् विश्वꣳ येन समन्वितम् ॥ [भा.पु. ३.२६.३] इति
533,nāma-svarūpayor nirūpaṇena mahā-saṁhitāyām api viviktaṁ tat tri-śakti—,नामस्वरूपयोर् निरूपणेन महासंहितायाम् अपि विविक्तं तत् त्रिशक्ति—,नामस्वरूपयोर् निरूपणेन महासꣳहितायाम् अपि विविक्तꣳ तत् त्रिशक्ति—
535,ātma-māyā tad-icchā syāt guṇa-māyā jaḍātmikā || [mahā-saṁhitā] iti |,आत्ममाया तदिच्छा स्यात् गुणमाया जडात्मिका ॥ [महासंहिता] इति ।,आत्ममाया तदिच्छा स्यात् गुणमाया जडात्मिका ॥ [महासꣳहिता] इति ।
536,"asyārthaḥ—śrīr atra jagat-pālana-śaktiḥ, bhūs tat-sṛṣṭi-śaktiḥ, durgā tat-pralaya-śaktiḥ | tat-tad-rūpena yā bhedaṁ prāptā, sā jīva-viṣayā tac-chaktir jīva-māyety ucyate | ","अस्यार्थः—श्रीर् अत्र जगत्पालनशक्तिः, भूस् तत्सृष्टिशक्तिः, दुर्गा तत्प्रलयशक्तिः । तत्तद्रूपेन या भेदं प्राप्ता, सा जीवविषया तच्छक्तिर् जीवमायेत्य् उच्यते । ","अस्यार्थः—श्रीर् अत्र जगत्पालनशक्तिः, भूस् तत्सृष्टिशक्तिः, दुर्गा तत्प्रलयशक्तिः । तत्तद्रूपेन या भेदꣳ प्राप्ता, सा जीवविषया तच्छक्तिर् जीवमायेत्य् उच्यते । "
537,pādme śrī-kṛṣṇa-satyabhāmā-saṁvāde—aham eva tridhā bhinnā tiṣṭhāmi trividhair guṇaiḥ [pa.pu. 6.104.23]  ity etad-vākyānantaraṁ—,पाद्मे श्रीकृष्णसत्यभामासंवादे—अहम् एव त्रिधा भिन्ना तिष्ठामि त्रिविधैर् गुणैः [प।पु। ६।१०४।२३]  इत्य् एतद्वाक्यानन्तरं—,पाद्मे श्रीकृष्णसत्यभामासꣳवादे—अहम् एव त्रिधा भिन्ना तिष्ठामि त्रिविधैर् गुणैः [प.पु. ६.१०४.२३]  इत्य् एतद्वाक्यानन्तरꣳ—
539,gaurīṁ lakṣmīṁ dharāṁ caiva praṇemur bhakti-tat-parāḥ || [pa.pu. 6.104.26] iti |,गौरीं लक्ष्मीं धरां चैव प्रणेमुर् भक्तितत्पराः ॥ [प.पु. ६.१०४.२६] इति ।,गौरीꣳ लक्ष्मीꣳ धराꣳ चैव प्रणेमुर् भक्तितत्पराः ॥ [प.पु. ६.१०४.२६] इति ।
542,trivarṇā varṇitāsmābhiḥ kiṁ bhūyaḥ śrotum icchasi || [bhā.pu. 11.3.16] iti |,त्रिवर्णा वर्णितास्माभिः किं भूयः श्रोतुम् इच्छसि ॥ [भा.पु. ११.३.१६] इति ।,त्रिवर्णा वर्णितास्माभिः किꣳ भूयः श्रोतुम् इच्छसि ॥ [भा.पु. ११.३.१६] इति ।
545,tasyāṁ tamovan naihāraṁ khadyotārcir ivāhani | ,तस्यां तमोवन् नैहारं खद्योतार्चिर् इवाहनि । ,तस्याꣳ तमोवन् नैहारꣳ खद्योतार्चिर् इवाहनि । 
546,mahatītara-māyaiśyaṁ nihanty ātmani yuñjataḥ || [bhā.pu. 10.13.45] ,महतीतरमायैश्यं निहन्त्य् आत्मनि युञ्जतः ॥ [भा.पु. १०.१३.४५] ,महतीतरमायैश्यꣳ निहन्त्य् आत्मनि युञ्जतः ॥ [भा.पु. १०.१३.४५] 
547,"iti brahma-vākyaṁ tathaiva saṅgacchate | śakti-mātrasya tāratamyaṁ hi tatra vivakṣitam | svalpā śaktiḥ khalv anṛtasya satyasya vā vyañjikā bhavatu nāma, parābhavāya kalpata eveti hi tatra gamyate | dṛṣṭāntābhyāṁ ca tathaiva prakaṭitaṁ tasyāṁ tamovad ity-ādibhyām | tathā yuddheṣu māyāmaya-śastrādinā bahavaś chinna-bhinnā jātā iti purāṇādiṣu śrūyate | tataḥ sā ca māyā mithyā-kalpikā na bhavatīti gamyate | na hi maru-marīcikā-jalena kecid ārdrā bhavantīti | ","इति ब्रह्मवाक्यं तथैव सङ्गच्छते । शक्तिमात्रस्य तारतम्यं हि तत्र विवक्षितम् । स्वल्पा शक्तिः खल्व् अनृतस्य सत्यस्य वा व्यञ्जिका भवतु नाम, पराभवाय कल्पत एवेति हि तत्र गम्यते । दृष्टान्ताभ्यां च तथैव प्रकटितं तस्यां तमोवद् इत्यादिभ्याम् । तथा युद्धेषु मायामयशस्त्रादिना बहवश् छिन्नभिन्ना जाता इति पुराणादिषु श्रूयते । ततः सा च माया मिथ्याकल्पिका न भवतीति गम्यते । न हि मरुमरीचिकाजलेन केचिद् आर्द्रा भवन्तीति । ","इति ब्रह्मवाक्यꣳ तथैव सङ्गच्छते । शक्तिमात्रस्य तारतम्यꣳ हि तत्र विवक्षितम् । स्वल्पा शक्तिः खल्व् अनृतस्य सत्यस्य वा व्यञ्जिका भवतु नाम, पराभवाय कल्पत एवेति हि तत्र गम्यते । दृष्टान्ताभ्याꣳ च तथैव प्रकटितꣳ तस्याꣳ तमोवद् इत्यादिभ्याम् । तथा युद्धेषु मायामयशस्त्रादिना बहवश् छिन्नभिन्ना जाता इति पुराणादिषु श्रूयते । ततः सा च माया मिथ्याकल्पिका न भवतीति गम्यते । न हि मरुमरीचिकाजलेन केचिद् आर्द्रा भवन्तीति । "
550,ato māyāmayaṁ viṣṇuṁ ,अतो मायामयं विष्णुं ,अतो मायामयꣳ विष्णुꣳ 
552,tataś ca—ātma-māyā tad-icchā syāt ity atra jñāna-kriye api lakṣyete | jñāna-kriyā-vṛttyor apīcchopalakṣitatvāt te’pi gṛhyete | māyā vayunaṁ jñanam iti nighaṇṭau ca paryāya-śabdāḥ |,ततश् च—आत्ममाया तदिच्छा स्यात् इत्य् अत्र ज्ञानक्रिये अपि लक्ष्येते । ज्ञानक्रियावृत्त्योर् अपीच्छोपलक्षितत्वात् तेऽपि गृह्येते । माया वयुनं ज्ञनम् इति निघण्टौ च पर्यायशब्दाः ।,ततश् च—आत्ममाया तदिच्छा स्यात् इत्य् अत्र ज्ञानक्रिये अपि लक्ष्येते । ज्ञानक्रियावृत्त्योर् अपीच्छोपलक्षितत्वात् तेऽपि गृह्येते । माया वयुनꣳ ज्ञनम् इति निघण्टौ च पर्यायशब्दाः ।
553,triguṇātmikātha jñānaṁ ca ,त्रिगुणात्मिकाथ ज्ञानं च ,त्रिगुणात्मिकाथ ज्ञानꣳ च 
557,triguṇātmikātra jagat-sṛṣṭy-ādi-śaktiḥ | sā ca dvidhety uktam eva | māyā syāc chāmbarī buddhiḥ iti trikāṇḍa-śeṣaḥ | māyā dambhe kṛpāyāṁ ca iti viśva-prakāśe | ,त्रिगुणात्मिकात्र जगत्सृष्ट्यादिशक्तिः । सा च द्विधेत्य् उक्तम् एव । माया स्याच् छाम्बरी बुद्धिः इति त्रिकाण्डशेषः । माया दम्भे कृपायां च इति विश्वप्रकाशे । ,त्रिगुणात्मिकात्र जगत्सृष्ट्यादिशक्तिः । सा च द्विधेत्य् उक्तम् एव । माया स्याच् छाम्बरी बुद्धिः इति त्रिकाण्डशेषः । माया दम्भे कृपायाꣳ च इति विश्वप्रकाशे । 
558,"vyākhyātaṁ ca ṭīkā-kṛdbhir ekādaśe kālo māyā-maye jīve [bhā.pu. 11.24.27] ity atra māyā-pravartake jñāna-maye vā iti | navame, dauṣmantir atyagān māyāṁ devānāṁ gurum āyayau [bhā.pu. 9.20.27] ity atra ṭīkā ca—devānām api māyāṁ vaibhavam iti | tṛtīye’pi āpuḥ parāṁ mudam [bhā.pu. 3.15.26] ity-ādau yoga-māya-śabdena sanakādāv aṣṭāṅga-yoga-prabhāvaṁ vyākhyāya, parameśvare tu cic-chakti-vilāso vyākhyātaḥ |","व्याख्यातं च टीकाकृद्भिर् एकादशे कालो मायामये जीवे [भा.पु. ११.२४.२७] इत्य् अत्र मायाप्रवर्तके ज्ञानमये वा इति । नवमे, दौष्मन्तिर् अत्यगान् मायां देवानां गुरुम् आययौ [भा.पु. ९.२०.२७] इत्य् अत्र टीका च—देवानाम् अपि मायां वैभवम् इति । तृतीयेऽपि आपुः परां मुदम् [भा.पु. ३.१५.२६] इत्यादौ योगमायशब्देन सनकादाव् अष्टाङ्गयोगप्रभावं व्याख्याय, परमेश्वरे तु चिच्छक्तिविलासो व्याख्यातः ।","व्याख्यातꣳ च टीकाकृद्भिर् एकादशे कालो मायामये जीवे [भा.पु. ११.२४.२७] इत्य् अत्र मायाप्रवर्तके ज्ञानमये वा इति । नवमे, दौष्मन्तिर् अत्यगान् मायाꣳ देवानाꣳ गुरुम् आययौ [भा.पु. ९.२०.२७] इत्य् अत्र टीका च—देवानाम् अपि मायाꣳ वैभवम् इति । तृतीयेऽपि आपुः पराꣳ मुदम् [भा.पु. ३.१५.२६] इत्यादौ योगमायशब्देन सनकादाव् अष्टाङ्गयोगप्रभावꣳ व्याख्याय, परमेश्वरे तु चिच्छक्तिविलासो व्याख्यातः ।"
561,prakṛtir vāsanety evaṁ tavecchānanta kathyate || ,प्रकृतिर् वासनेत्य् एवं तवेच्छानन्त कथ्यते ॥ ,प्रकृतिर् वासनेत्य् एवꣳ तवेच्छानन्त कथ्यते ॥ 
562,"iti jīva-māyāyā apīcchātvaṁ dṛśyate, tad-icchābhāsatvenaiveti jñeyam | jagat-kārya-hetau tasyāṁ sākṣāt tad-icchātvānabhyupagamād guṇa-māyā triguṇa-sāmyaṁ pradhānam iti |","इति जीवमायाया अपीच्छात्वं दृश्यते, तदिच्छाभासत्वेनैवेति ज्ञेयम् । जगत्कार्यहेतौ तस्यां साक्षात् तदिच्छात्वानभ्युपगमाद् गुणमाया त्रिगुणसाम्यं प्रधानम् इति ।","इति जीवमायाया अपीच्छात्वꣳ दृश्यते, तदिच्छाभासत्वेनैवेति ज्ञेयम् । जगत्कार्यहेतौ तस्याꣳ साक्षात् तदिच्छात्वानभ्युपगमाद् गुणमाया त्रिगुणसाम्यꣳ प्रधानम् इति ।"
563,yathā vā—tvam ādyaḥ puruṣaḥ [bhā.pu. 1.7.23] ity ādi-mūla-padām evam avatāryam | śrī-vaikuṇṭhe māyaṁ niṣedhann api sākṣāt tām evāha—tvam ādya iti | kaivalye mokṣākhye śrī-vaikuṇṭha-lakṣaṇe ātmani svāṁśa eva sthitaḥ | kiṁ kṛtvā ? tatrātivirājamānayā cic-chaktyā māyāṁ dūre sthitām api tiraskṛtyaiva | mataṁ caitan-māyādikaṁ niṣedhatā śrī-śukadevena |,यथा वा—त्वम् आद्यः पुरुषः [भा.पु. १.७.२३] इत्य् आदिमूलपदाम् एवम् अवतार्यम् । श्रीवैकुण्ठे मायं निषेधन्न् अपि साक्षात् ताम् एवाह—त्वम् आद्य इति । कैवल्ये मोक्षाख्ये श्रीवैकुण्ठलक्षणे आत्मनि स्वांश एव स्थितः । किं कृत्वा ? तत्रातिविराजमानया चिच्छक्त्या मायां दूरे स्थिताम् अपि तिरस्कृत्यैव । मतं चैतन्मायादिकं निषेधता श्रीशुकदेवेन ।,यथा वा—त्वम् आद्यः पुरुषः [भा.पु. १.७.२३] इत्य् आदिमूलपदाम् एवम् अवतार्यम् । श्रीवैकुण्ठे मायꣳ निषेधन्न् अपि साक्षात् ताम् एवाह—त्वम् आद्य इति । कैवल्ये मोक्षाख्ये श्रीवैकुण्ठलक्षणे आत्मनि स्वाꣳश एव स्थितः । किꣳ कृत्वा ? तत्रातिविराजमानया चिच्छक्त्या मायाꣳ दूरे स्थिताम् अपि तिरस्कृत्यैव । मतꣳ चैतन्मायादिकꣳ निषेधता श्रीशुकदेवेन ।
565,sattvaṁ ca miśraṁ na ca kāla-vikramaḥ |,सत्त्वं च मिश्रं न च कालविक्रमः ।,सत्त्वꣳ च मिश्रꣳ न च कालविक्रमः ।
568,moksaṁ paraṁ padaṁ liṅgam amṛtaṁ viṣṇu-mandiram [pa.pu. 6.227.79] iti pādmottara-khaṇḍe vaikuṇṭha-paryāya-śabdāḥ || ,मोक्सं परं पदं लिङ्गम् अमृतं विष्णुमन्दिरम् [प.पु. ६.२२७.७९] इति पाद्मोत्तरखण्डे वैकुण्ठपर्यायशब्दाः ॥ ,मोक्सꣳ परꣳ पदꣳ लिङ्गम् अमृतꣳ विष्णुमन्दिरम् [प.पु. ६.२२७.७९] इति पाद्मोत्तरखण्डे वैकुण्ठपर्यायशब्दाः ॥ 
570,ata ūrdhvaṁ guṇādīnāṁ svarūpātmatā-nigamanāt svarūpa-śaktir eva punar api vivriyate yāvat sandarbha-samāptiḥ | tatra guṇānāṁ svarūpātmatām āhuḥ—,अत ऊर्ध्वं गुणादीनां स्वरूपात्मतानिगमनात् स्वरूपशक्तिर् एव पुनर् अपि विव्रियते यावत् सन्दर्भसमाप्तिः । तत्र गुणानां स्वरूपात्मताम् आहुः—,अत ऊर्ध्वꣳ गुणादीनाꣳ स्वरूपात्मतानिगमनात् स्वरूपशक्तिर् एव पुनर् अपि विव्रियते यावत् सन्दर्भसमाप्तिः । तत्र गुणानाꣳ स्वरूपात्मताम् आहुः—
571,sa yad ajayā tv ajām anuśayīta guṇāṁś ca juṣan ,स यद् अजया त्व् अजाम् अनुशयीत गुणांश् च जुषन् ,स यद् अजया त्व् अजाम् अनुशयीत गुणाꣳश् च जुषन् 
572,bhajati sarūpatāṁ tad anu mṛtyum apeta-bhagaḥ |,भजति सरूपतां तद् अनु मृत्युम् अपेतभगः ।,भजति सरूपताꣳ तद् अनु मृत्युम् अपेतभगः ।
575,ṭīkā ca— sa tu jīvo yad yasmāt ajayā māyayā ajām avidyām anuśayīta āliṅget | tataś ca guṇāṁś ca dehendriyādīn juṣan sevamānaḥ ātmatayā adhyasyan | tad-anu tad-anantaraṁ sarūpatāṁ tad-dharma-yogaṁ ca juṣan apeta-bhagaḥ pihitānandādi-guṇaḥ san mṛtyuṁ saṁsāraṁ bhajati prāpnoti | tvam uta tvaṁ tu jahāsi tāṁ māyām | ,टीका च— स तु जीवो यद् यस्मात् अजया मायया अजाम् अविद्याम् अनुशयीत आलिङ्गेत् । ततश् च गुणांश् च देहेन्द्रियादीन् जुषन् सेवमानः आत्मतया अध्यस्यन् । तदनु तदनन्तरं सरूपतां तद्धर्मयोगं च जुषन् अपेतभगः पिहितानन्दादिगुणः सन् मृत्युं संसारं भजति प्राप्नोति । त्वम् उत त्वं तु जहासि तां मायाम् । ,टीका च— स तु जीवो यद् यस्मात् अजया मायया अजाम् अविद्याम् अनुशयीत आलिङ्गेत् । ततश् च गुणाꣳश् च देहेन्द्रियादीन् जुषन् सेवमानः आत्मतया अध्यस्यन् । तदनु तदनन्तरꣳ सरूपताꣳ तद्धर्मयोगꣳ च जुषन् अपेतभगः पिहितानन्दादिगुणः सन् मृत्युꣳ सꣳसारꣳ भजति प्राप्नोति । त्वम् उत त्वꣳ तु जहासि ताꣳ मायाम् । 
576,"nanu sā mayy evāsti kathaṁ tyāgas tatrāha—ahir iva tvacam iti | ayaṁ bhāvaḥ—yathā bhujaṅgaḥ svagatam api kañcukaṁ guṇa-buddhyā nābhimanyate, tathā tvam ajāṁ māyāṁ | na hi nirantarāhlāda-saṁvit-kāmadhenu-vṛnda-pater ajayā kṛtyam iti tām upekṣase | ","ननु सा मय्य् एवास्ति कथं त्यागस् तत्राह—अहिर् इव त्वचम् इति । अयं भावः—यथा भुजङ्गः स्वगतम् अपि कञ्चुकं गुणबुद्ध्या नाभिमन्यते, तथा त्वम् अजां मायां । न हि निरन्तराह्लादसंवित्कामधेनुवृन्दपतेर् अजया कृत्यम् इति ताम् उपेक्षसे । ","ननु सा मय्य् एवास्ति कथꣳ त्यागस् तत्राह—अहिर् इव त्वचम् इति । अयꣳ भावः—यथा भुजङ्गः स्वगतम् अपि कञ्चुकꣳ गुणबुद्ध्या नाभिमन्यते, तथा त्वम् अजाꣳ मायाꣳ । न हि निरन्तराह्लादसꣳवित्कामधेनुवृन्दपतेर् अजया कृत्यम् इति ताम् उपेक्षसे । "
578,"kathambhūtaḥ ? aparimeya-bhagaḥ aparimeyaiśvaryaḥ | na tv anyeṣām iva deśa-kāla-paricchinnaṁ tavāṣṭa-guṇitam aiśvaryam, api tu paripūrṇa-svarūpānubandhitvād aparimitam ity arthaḥ | ity eṣā |","कथम्भूतः ? अपरिमेयभगः अपरिमेयैश्वर्यः । न त्व् अन्येषाम् इव देशकालपरिच्छिन्नं तवाष्टगुणितम् ऐश्वर्यम्, अपि तु परिपूर्णस्वरूपानुबन्धित्वाद् अपरिमितम् इत्य् अर्थः । इत्य् एषा ।","कथम्भूतः ? अपरिमेयभगः अपरिमेयैश्वर्यः । न त्व् अन्येषाम् इव देशकालपरिच्छिन्नꣳ तवाष्टगुणितम् ऐश्वर्यम्, अपि तु परिपूर्णस्वरूपानुबन्धित्वाद् अपरिमितम् इत्य् अर्थः । इत्य् एषा ।"
